datetime_run,run_name,dataset_name,split,epoch,seed,decode_method_train,decode_method_eval,reward_fn,reward_clip_max,reward_clip_min,reward_base,reward_vm_multiplier,sts_threshold,contradiction_threshold,pp_letter_diff_threshold,pp_name,sts_name,nli_name,vm_name,orig_max_length,use_small_ds,batch_size_train,batch_size_eval,lr,acc_steps,label_flip-mean,label_flip-std,is_valid_pp-mean,is_valid_pp-std,is_adv_example-mean,is_adv_example-std,reward_pp-mean,reward_pp-std,vm_scores-mean,vm_scores-std,sts_scores-mean,sts_scores-std,pp_letter_diff-mean,pp_letter_diff-std,contradiction_scores-mean,contradiction_scores-std,acceptability_scores-mean,acceptability_scores-std,lcp_conditions-mean,lcp_conditions-std,n_pp,any_adv_example_proportion,gen_params_train.do_sample,gen_params_train.temperature,gen_params_train.top_p,gen_params_eval.num_return_sequences,gen_params_eval.do_sample,gen_params_eval.num_beams,gen_params_eval.top_p,gen_params_eval.temperature,gen_params_eval.diversity_penalty,gen_params_eval.num_beam_groups
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,train,0,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.022727272727272728,0.07537783614444091,0.8994949494949495,0.2705145683527637,0.0,0.0,0.16132953988783286,0.2328921272777324,-0.010844080993021378,0.09813561050752363,0.8967422070978868,0.062122167236459004,-0.8656565656565657,2.2765598381070737,0.029027383345252164,0.07467319631259353,0.7796633080400601,0.08618351748120034,1.0,0.0,7.25,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,valid,0,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.020833333333333332,0.07216878364870322,0.7581168831168832,0.35367573045482636,0.0,0.0,0.0737884756806609,0.16526655613076435,-0.013946700454145283,0.059552098722021454,0.901600866542234,0.06745631901876183,-2.3295454545454546,4.370151228243564,0.0083668587485669,0.011398376392807887,0.7889888053215652,0.14960808590909788,1.0,0.0,9.25,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,test,0,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.0625,0.11106541457982982,0.8875,0.12760444638351012,0.0,0.0,0.15599663013761694,0.22145547601058452,0.0008485518170125578,0.1336929571070189,0.8788045680884159,0.06281772264913581,-0.5875,5.935794379092291,0.0654669688476574,0.11001364482854929,0.8181616591007421,0.07744878419413559,1.0,0.0,13.5,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,train,1,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.027777777777777776,0.08333333333333333,0.7708333333333333,0.38240432151406784,0.0,0.0,0.13934450348218283,0.2980029361262121,-0.0038327972094217913,0.10806265446123957,0.8601052910089493,0.10035672968692316,-2.4444444444444446,4.6491062774721446,0.05883883236310794,0.11075119359969614,0.8042948519190153,0.07838720772725662,1.0,0.0,8.0,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,valid,1,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.10714285714285714,0.1336306209562122,0.7011904761904761,0.45448647931319236,0.0,0.0,0.11628704965114593,0.23155848336003312,0.06451935406242099,0.14832129852412876,0.8567908527950445,0.10866469541464795,-3.980952380952381,8.6774423279458,0.11378153729421597,0.14228961042061058,0.8365941450177203,0.13484272792904883,1.0,0.0,10.25,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,train,2,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.041666666666666664,0.09731236802019036,0.8604166666666666,0.2905367801318607,0.0,0.0,0.14124159465233482,0.29306539850460794,-0.007985265759958164,0.11942992997037366,0.865067213608159,0.06892774896483272,-1.8798611111111112,3.534367032426144,0.046131345682078974,0.09612050728488683,0.8110686059213347,0.11398535040223703,1.0,0.0,9.75,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,valid,2,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.07828282828282829,0.18561747410546553,0.7632575757575758,0.44298747121054155,0.027777777777777776,0.08333333333333334,0.16766661495873422,0.24669136650212362,-0.006229900519805726,0.10278015973326028,0.8545059632754537,0.10829855405707114,-3.179608585858586,6.695730279787194,0.01565462550552,0.02642918317245616,0.8257972916418856,0.11295076692244783,1.0,0.0,9.75,0.25,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,train,3,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.03125,0.08539125638299665,0.8677884615384616,0.21888345202485132,0.0,0.0,0.2580947758486638,0.47984561447685936,0.007526809039215248,0.12210629052478558,0.8739289079482356,0.06718159721339616,-2.8052884615384617,6.086036243941701,0.03935422818195105,0.08620323812873501,0.8074582711769602,0.08885332313417718,1.0,0.0,9.75,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,valid,3,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.041666666666666664,0.09731236802019036,0.7255952380952381,0.46603430474239366,0.0,0.0,0.04008951038122177,0.06983196178627857,-0.023460563839901062,0.059074567415758554,0.8636995850751797,0.09557635206742224,-2.763690476190476,4.183280109755067,0.012785381943242448,0.023514794732440496,0.798704398636307,0.18872560496770932,1.0,0.0,11.0,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,train,4,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.033482142857142856,0.1293153104781061,0.8062996031746031,0.3233239209277347,0.0,0.0,0.2681334011611485,0.4088101063356203,0.007292211122278656,0.10143295235822815,0.8542472931098133,0.0815152130820774,-2.4955357142857144,4.570319856626921,0.01926020088412481,0.06404339218343737,0.8221027086237593,0.09534366009626971,1.0,0.0,11.5,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,valid,4,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.07083333333333333,0.17567861755005634,0.6142156862745098,0.4869952877131064,0.0,0.0,0.09467173779712003,0.1887920414674337,0.024333782026580736,0.12881749781243249,0.8269428979678481,0.10255543506946073,-3.4688725490196077,5.316425276546356,0.059317590869271526,0.11406002021522667,0.8248972039377572,0.12241699178035911,1.0,0.0,13.5,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_115056,dummy-2gP8cfHpmE4AMzYrghY98B,simple,test,4,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.013888888888888888,0.05892556509887896,0.8623737373737375,0.2917299652545464,0.0,0.0,0.1098931919444691,0.22668049861449877,-0.04321367429061369,0.0951658847157712,0.8756312293687252,0.09165743424642475,1.148989898989899,5.61644603905116,0.017344450107434614,0.05905980193126299,0.8387078622149097,0.10448806201410997,1.0,0.0,12.25,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,train,0,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.0,0.0,0.9642857142857143,0.09449111825230681,0.0,0.0,0.3115679664271218,0.5950253789696449,-0.01407692421759878,0.08227085163207018,0.9148509175117527,0.05272049984250468,-2.7410714285714284,4.320866396006744,0.005095338992500079,0.005108391473082786,0.8045232343886579,0.06478769840636822,1.0,0.0,6.5,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,valid,0,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.09226190476190475,0.19415629276726987,0.688582251082251,0.44516670229664723,0.0,0.0,0.09870372441681949,0.15063678625707236,0.02855145192636556,0.1693800029154755,0.8494534457054037,0.1164166455221736,-4.274080086580087,7.22293407375299,0.06289074502510394,0.16047362655746344,0.7743336926153921,0.20398689737357134,1.0,0.0,10.5,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,test,0,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.038461538461538464,0.09388345202485135,0.9006410256410257,0.20694462043356904,0.0,0.0,0.14854222157975652,0.3129573143000314,-0.01797059994864535,0.12838600903344416,0.8793294965926852,0.08830569249177911,1.6388611388611387,3.9632097455189585,0.04342270848153599,0.10224237112101278,0.80501361191893,0.12693722311633382,1.0,0.0,10.75,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,train,1,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.0,0.0,0.8434343434343434,0.3094633127028196,0.0,0.0,0.15692707083441992,0.29726024699675596,-0.03175719793547284,0.04975991284004539,0.8921673994398478,0.07692102986614131,-2.654671717171717,4.487149470412561,0.0038131245053573183,0.0022254772643987802,0.7657653244983669,0.1378021934201291,1.0,0.0,8.25,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,valid,1,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.05208333333333333,0.16055713129702165,0.8333333333333334,0.32876739296332824,0.0,0.0,0.1654644191265106,0.32700315620150044,0.003814133008321126,0.14549868964876256,0.8782638035714626,0.112049691330114,-2.95,4.5243414077863315,0.03579428420392408,0.09222070239310662,0.8657456087569395,0.07815929732882362,1.0,0.0,9.5,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,train,2,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.025,0.07905694150420949,0.8833333333333333,0.22282354550087774,0.0,0.0,0.05572861433029175,0.15676353852923516,-0.026620819047093392,0.09825301810249523,0.8991585236042738,0.07313930178303617,-1.44375,3.383279189070714,0.028084926134276128,0.07884746282741924,0.8199058608462413,0.062112184705623116,1.0,0.0,7.0,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,valid,2,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.11324786324786325,0.21987189037440324,0.7455128205128205,0.3723538937703703,0.0,0.0,0.04703650042250916,0.12019670684076288,0.005073249571125437,0.14446241872078153,0.8676318634324167,0.08608184246371434,-3.823076923076923,5.903640582747825,0.062377088793625336,0.12049125164135349,0.8100050227802988,0.1790039366633234,1.0,0.0,9.75,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,train,3,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.038461538461538464,0.09388345202485135,0.9195804195804196,0.18501008855781956,0.0,0.0,0.1810957324254763,0.34188540930272165,0.007264950829786024,0.11912089916563762,0.8841957220039167,0.06704247823277658,-1.8986013986013985,4.60994104524937,0.041465454222471616,0.0933418695839979,0.8023931029793265,0.08623383639539745,1.0,0.0,10.0,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,valid,3,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.0,0.0,0.798611111111111,0.3490586414119263,0.0,0.0,0.17826178073883056,0.34585073357234064,-0.016046855971217154,0.05205378959043862,0.8786066850026448,0.08168627136143382,-2.40625,3.4556642037989893,0.011257724239516795,0.019509866874181835,0.8500105157908466,0.07422629236774837,1.0,0.0,9.75,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,train,4,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.1111111111111111,0.13176156917368248,0.7986111111111112,0.2567615691736825,0.0,0.0,0.17908118665218353,0.26890016766086244,0.04792780198511623,0.14409099535770592,0.8664122083120875,0.0734255279159519,-2.3402777777777777,3.6981092783985585,0.11336917433072813,0.13093742796343424,0.8070673972131714,0.04103906941588902,1.0,0.0,6.5,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,valid,4,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.027777777777777776,0.08333333333333334,0.8184523809523809,0.4011308437633261,0.0,0.0,0.06871897833687918,0.1319405822242402,-0.011416346780837527,0.07388915932447024,0.8954975026704016,0.06567455455524344,-4.1875,7.200799418551754,0.013347231211983378,0.023409370247048027,0.8105622442320934,0.18134799060183998,1.0,0.0,9.25,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_120858,stellar-grass-129,simple,test,4,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,8e-05,2,0.050505050505050504,0.15871116947777425,0.7957070707070707,0.32759335230212044,0.0,0.0,0.08075592319170634,0.15062685306686033,-0.022385615546895995,0.1484589091034792,0.8700809815992611,0.09303812051764869,0.4977272727272727,5.870940506632293,0.051076640044233165,0.15180588645780727,0.8013017673308801,0.1364655963771575,1.0,0.0,9.75,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_121145,vibrant-oath-130,financial,train,0,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,32,16,8e-05,2,0.08797376952549367,0.15203204416488894,0.7470190342862756,0.3477073885286146,0.0327991452991453,0.0758186797361067,0.21780081452927505,0.3471541510995877,0.08860051316107236,0.14398384930619412,0.8948078190965949,0.08299826538413133,2.997663305404685,10.24643347810264,0.09999039237373074,0.1546453814792038,0.8049745571304475,0.10577912732647404,0.9974358974358974,0.013074409009212268,25.4,0.26666666666666666,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_121145,vibrant-oath-130,financial,valid,0,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,32,16,8e-05,2,0.0,0.0,0.935483870967742,0.17038855027411942,0.0,0.0,0.0001854358180876701,0.00018646813575947098,1.6420118270381805e-05,1.4742602727586633e-05,0.9514793202301897,0.04091086988849797,6.525946704067321,9.819386947320279,0.010625025744028755,0.03140529685190165,0.9037101070225491,0.02477983188142846,1.0,0.0,27.0,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_121145,vibrant-oath-130,financial,test,0,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,32,16,8e-05,2,0.0,0.0,0.26111111111111107,0.4469108094248945,0.0,0.0,8.183055453830295e-06,2.030555940536082e-05,2.676138171443233e-06,2.5318987492234793e-06,0.9534763424484818,0.03679934503217551,3.3925925925925924,6.492959566808736,0.019221374593002515,0.011969690274338085,0.45741033334698944,0.0947993562589074,1.0,0.0,23.5,0.0,True,1,0.95,32,True,1,0.95,1,,
2022-06-17_121145,vibrant-oath-130,financial,train,1,420,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,32,16,8e-05,2,0.0801369729492753,0.10568198082970447,0.7405175431310789,0.3623579507500688,0.03824255628177197,0.06228565920591359,0.23230647972638313,0.34411178132826226,0.07787291049297956,0.10366854793204813,0.9010919531609974,0.07627809029776718,2.9561419137764804,9.799979847345927,0.10784239502541876,0.1570250974810291,0.8087189151928527,0.09130683838075289,1.0,0.0,25.133333333333333,0.2,True,1,0.95,32,True,1,0.95,1,,
